season,yr,mnth,hr,holiday,weekday,workingday,weathersit,atemp,hum,windspeed,cnt,time_period,hr_sin,hr_cos,mnth_sin,mnth_cos,wek_sin,wek_cos,seas_sin,seas_cos,hr_workingday,temp_hum,season_hr,cnt_log,cluster,cluster_label
3,0,8,15,0,3,1,1,0.7273,0.43,0.1343,159,3,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,15,0.414561,45,5.075173815233827,0,通勤型
3,0,8,16,0,3,1,1,0.7424,0.43,0.2239,300,3,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,16,0.423168,48,5.707110264748875,0,通勤型
3,0,8,17,0,3,1,1,0.7424,0.49,0.2239,552,4,-0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,17,0.3786239999999999,51,6.315358001522335,0,通勤型
3,0,8,18,0,3,1,1,0.697,0.55,0.2537,556,4,-1.0,-1.8369701987210294e-16,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,18,0.3136499999999999,54,6.322565239927284,0,通勤型
3,0,8,19,0,3,1,1,0.697,0.55,0.2239,347,4,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,19,0.3136499999999999,57,5.8522024797744745,0,通勤型
3,0,8,20,0,3,1,1,0.6818,0.58,0.2537,280,5,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,20,0.286356,60,5.638354669333745,0,通勤型
3,0,8,21,0,3,1,1,0.6818,0.62,0.2239,230,5,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,21,0.259084,63,5.442417710521793,0,通勤型
3,0,8,22,0,3,1,1,0.6515,0.65,0.194,171,5,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,22,0.2280249999999999,66,5.147494476813453,0,通勤型
3,0,8,23,0,3,1,1,0.6515,0.65,0.2836,105,5,-0.2588190451025215,0.965925826289068,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,23,0.2280249999999999,69,4.663439094112067,0,通勤型
3,0,8,0,0,4,1,1,0.6364,0.65,0.1343,56,1,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,0,0.2227399999999999,0,4.04305126783455,0,通勤型
3,0,8,1,0,4,1,2,0.6212,0.65,0.1642,24,1,0.2588190451025207,0.9659258262890684,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,1,0.2174199999999999,3,3.218875824868201,0,通勤型
3,0,8,2,0,4,1,1,0.6212,0.65,0.2239,6,1,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,2,0.2174199999999999,6,1.9459101490553128,0,通勤型
3,0,8,3,0,4,1,1,0.6212,0.69,0.2836,6,1,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,3,0.192572,9,1.9459101490553128,0,通勤型
3,0,8,4,0,4,1,1,0.6061,0.73,0.2239,9,1,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,4,0.163647,12,2.302585092994046,0,通勤型
3,0,8,5,0,4,1,1,0.5909,0.78,0.2836,27,1,0.9659258262890684,0.2588190451025207,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,5,0.1299979999999999,15,3.332204510175204,0,通勤型
3,0,8,6,0,4,1,2,0.5909,0.78,0.2537,103,1,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,6,0.1299979999999999,18,4.6443908991413725,0,通勤型
3,0,8,7,0,4,1,1,0.5909,0.78,0.2985,308,2,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,7,0.1299979999999999,21,5.733341276897746,0,通勤型
3,0,8,8,0,4,1,1,0.6212,0.74,0.2836,420,2,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,8,0.161512,24,6.042632833682381,0,通勤型
3,0,8,9,0,4,1,1,0.6818,0.66,0.2537,228,2,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,9,0.2318119999999999,27,5.43372200355424,0,通勤型
3,0,8,10,0,4,1,1,0.697,0.66,0.2537,129,3,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,10,0.2369799999999999,30,4.867534450455582,0,通勤型
3,0,8,11,0,4,1,1,0.7121,0.58,0.2537,141,3,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,11,0.299082,33,4.955827057601261,0,通勤型
3,0,8,12,0,4,1,1,0.7424,0.52,0.2836,173,3,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,12,0.3563519999999999,36,5.159055299214529,0,通勤型
3,0,8,13,0,4,1,1,0.7424,0.52,0.3582,187,3,-0.2588190451025208,-0.9659258262890684,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,13,0.3563519999999999,39,5.236441962829949,0,通勤型
3,0,8,14,0,4,1,1,0.7576,0.46,0.3284,182,3,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,14,0.4091040000000001,42,5.209486152841421,0,通勤型
3,0,8,15,0,4,1,1,0.7273,0.46,0.3582,174,3,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,15,0.392742,45,5.1647859739235145,0,通勤型
3,0,8,16,0,4,1,1,0.7273,0.46,0.3582,245,3,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,16,0.392742,48,5.5053315359323625,0,通勤型
3,0,8,17,0,4,1,3,0.7273,0.46,0.2985,409,4,-0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,17,0.392742,51,6.016157159698354,0,通勤型
3,0,8,18,0,4,1,3,0.697,0.55,0.2537,274,4,-1.0,-1.8369701987210294e-16,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,18,0.3136499999999999,54,5.616771097666572,0,通勤型
3,0,8,19,0,4,1,1,0.6061,0.83,0.1045,141,4,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,19,0.103037,57,4.955827057601261,0,通勤型
3,0,8,20,0,4,1,1,0.6061,0.83,0.1045,165,5,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,20,0.103037,60,5.111987788356544,0,通勤型
3,0,8,21,0,4,1,2,0.6364,0.79,0.0,149,5,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,21,0.1336439999999999,63,5.010635294096256,0,通勤型
3,0,8,22,0,4,1,2,0.6667,0.74,0.1045,135,5,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,22,0.173342,66,4.912654885736052,0,通勤型
3,0,8,23,0,4,1,2,0.6667,0.74,0.1343,114,5,-0.2588190451025215,0.965925826289068,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,23,0.173342,69,4.74493212836325,0,通勤型
3,0,8,0,0,5,1,3,0.6364,0.69,0.194,62,1,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,0,0.197284,0,4.143134726391533,0,通勤型
3,0,8,1,0,5,1,3,0.5758,0.89,0.0,20,1,0.2588190451025207,0.9659258262890684,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,1,0.0633379999999999,3,3.044522437723423,0,通勤型
3,0,8,2,0,5,1,3,0.5758,0.83,0.0,8,1,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,2,0.097886,6,2.19722457733622,0,通勤型
3,0,8,3,0,5,1,1,0.5909,0.78,0.0,3,1,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,3,0.1299979999999999,9,1.3862943611198906,0,通勤型
3,0,8,4,0,5,1,1,0.5758,0.83,0.0,8,1,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,4,0.097886,12,2.19722457733622,0,通勤型
3,0,8,5,0,5,1,1,0.5758,0.83,0.0,17,1,0.9659258262890684,0.2588190451025207,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,5,0.097886,15,2.8903717578961645,0,通勤型
3,0,8,6,0,5,1,1,0.5758,0.83,0.0,93,1,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,6,0.097886,18,4.543294782270004,0,通勤型
3,0,8,7,0,5,1,2,0.6061,0.83,0.0896,263,2,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,7,0.103037,21,5.575949103146316,0,通勤型
3,0,8,8,0,5,1,2,0.6061,0.83,0.0,398,2,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,8,0.103037,24,5.988961416889864,0,通勤型
3,0,8,9,0,5,1,1,0.6515,0.65,0.1343,218,2,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,9,0.2280249999999999,27,5.389071729816501,0,通勤型
3,0,8,10,0,5,1,1,0.6818,0.62,0.0896,165,3,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,10,0.259084,30,5.111987788356544,0,通勤型
3,0,8,11,0,5,1,2,0.6818,0.66,0.0896,165,3,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,11,0.2318119999999999,33,5.111987788356544,0,通勤型
3,0,8,12,0,5,1,2,0.6818,0.62,0.0896,222,3,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,12,0.259084,36,5.407171771460119,0,通勤型
3,0,8,13,0,5,1,2,0.7121,0.62,0.194,232,3,-0.2588190451025208,-0.9659258262890684,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,13,0.270598,39,5.4510384535657,0,通勤型
3,0,8,14,0,5,1,1,0.7273,0.55,0.194,220,3,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,14,0.3272849999999999,42,5.3981627015177525,0,通勤型
3,0,8,15,0,5,1,1,0.7424,0.49,0.1045,222,3,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,15,0.3786239999999999,45,5.407171771460119,0,通勤型
3,0,8,16,0,5,1,1,0.7424,0.49,0.0,327,3,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,16,0.3786239999999999,48,5.793013608384144,0,通勤型
3,0,8,17,0,5,1,1,0.7121,0.58,0.5224,527,4,-0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,17,0.299082,51,6.269096283706261,0,通勤型
3,0,8,18,0,5,1,1,0.7121,0.58,0.5224,425,4,-1.0,-1.8369701987210294e-16,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,18,0.299082,54,6.054439346269371,0,通勤型
3,0,8,19,0,5,1,3,0.5909,0.73,0.4627,165,4,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,19,0.159543,57,5.111987788356544,0,通勤型
3,0,8,20,0,5,1,3,0.5758,0.83,0.2985,58,5,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,20,0.097886,60,4.07753744390572,0,通勤型
3,0,8,21,0,5,1,1,0.5758,0.83,0.1343,107,5,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,21,0.097886,63,4.68213122712422,0,通勤型
3,0,8,22,0,5,1,1,0.5455,0.88,0.1343,122,5,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,22,0.0654599999999999,66,4.812184355372417,0,通勤型
3,0,8,23,0,5,1,2,0.5455,0.88,0.0896,106,5,-0.2588190451025215,0.965925826289068,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,23,0.0654599999999999,69,4.672828834461906,0,通勤型
3,0,8,0,0,6,0,1,0.5455,0.88,0.0,128,1,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.0654599999999999,0,4.859812404361672,1,休闲型
3,0,8,1,0,6,0,1,0.5758,0.83,0.0,47,1,0.2588190451025207,0.9659258262890684,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.097886,3,3.8712010109078903,1,休闲型
3,0,8,2,0,6,0,1,0.5909,0.78,0.0,69,1,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.1299979999999999,6,4.248495242049359,1,休闲型
3,0,8,3,0,6,0,1,0.5909,0.78,0.0,51,1,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.1299979999999999,9,3.951243718581428,1,休闲型
3,0,8,4,0,6,0,2,0.5455,0.88,0.0,7,1,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.0654599999999999,12,2.079441541679836,1,休闲型
3,0,8,5,0,6,0,1,0.5606,0.83,0.0,8,1,0.9659258262890684,0.2588190451025207,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.095302,15,2.19722457733622,1,休闲型
3,0,8,6,0,6,0,2,0.5606,0.83,0.1343,24,1,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.095302,18,3.218875824868201,1,休闲型
3,0,8,7,0,6,0,1,0.5758,0.83,0.0,44,2,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.097886,21,3.80666248977032,1,休闲型
3,0,8,8,0,6,0,1,0.6212,0.69,0.0,133,2,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.192572,24,4.897839799950911,1,休闲型
3,0,8,9,0,6,0,1,0.6515,0.65,0.0,190,2,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.2280249999999999,27,5.25227342804663,1,休闲型
3,0,8,10,0,6,0,1,0.6818,0.62,0.1045,306,3,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.259084,30,5.726847747587197,1,休闲型
3,0,8,11,0,6,0,1,0.6667,0.58,0.0,338,3,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.280014,33,5.82600010738045,1,休闲型
3,0,8,12,0,6,0,1,0.6818,0.58,0.1343,409,3,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.286356,36,6.016157159698354,1,休闲型
3,0,8,13,0,6,0,1,0.697,0.55,0.1343,378,3,-0.2588190451025208,-0.9659258262890684,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.3136499999999999,39,5.937536205082426,1,休闲型
3,0,8,14,0,6,0,1,0.7424,0.49,0.194,375,3,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.3786239999999999,42,5.929589143389895,1,休闲型
3,0,8,15,0,6,0,1,0.7273,0.43,0.194,390,3,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.414561,45,5.968707559985366,1,休闲型
3,0,8,16,0,6,0,1,0.7273,0.46,0.194,373,3,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.392742,48,5.924255797414532,1,休闲型
3,0,8,17,0,6,0,1,0.7424,0.49,0.194,383,4,-0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.3786239999999999,51,5.950642552587727,1,休闲型
3,0,8,18,0,6,0,1,0.7121,0.58,0.2537,394,4,-1.0,-1.8369701987210294e-16,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.299082,54,5.978885764901122,1,休闲型
3,0,8,19,0,6,0,1,0.6818,0.62,0.194,291,4,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.259084,57,5.676753802268282,1,休闲型
3,0,8,20,0,6,0,1,0.6818,0.62,0.2239,248,5,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.259084,60,5.517452896464707,1,休闲型
3,0,8,21,0,6,0,1,0.6818,0.7,0.2239,225,5,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.20454,63,5.420534999272286,1,休闲型
3,0,8,22,0,6,0,2,0.6667,0.74,0.194,223,5,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.173342,66,5.41164605185504,1,休闲型
3,0,8,23,0,6,0,1,0.6667,0.74,0.1343,157,5,-0.2588190451025215,0.965925826289068,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0,0.173342,69,5.062595033026967,1,休闲型
3,0,8,0,0,0,0,1,0.6667,0.74,0.194,74,1,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.173342,0,4.31748811353631,1,休闲型
3,0,8,1,0,0,0,1,0.6364,0.79,0.2239,86,1,0.2588190451025207,0.9659258262890684,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1336439999999999,3,4.465908118654584,1,休闲型
3,0,8,2,0,0,0,1,0.6364,0.79,0.194,64,1,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1336439999999999,6,4.174387269895637,1,休闲型
3,0,8,3,0,0,0,1,0.6061,0.83,0.2239,51,1,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.103037,9,3.951243718581428,1,休闲型
3,0,8,4,0,0,0,1,0.6364,0.83,0.2239,6,1,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.108188,12,1.9459101490553128,1,休闲型
3,0,8,5,0,0,0,1,0.5909,0.89,0.2985,8,1,0.9659258262890684,0.2588190451025207,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.0649989999999999,15,2.19722457733622,1,休闲型
3,0,8,6,0,0,0,1,0.5909,0.89,0.2836,14,1,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.0649989999999999,18,2.70805020110221,1,休闲型
3,0,8,7,0,0,0,1,0.6364,0.83,0.2985,31,2,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.108188,21,3.4657359027997265,1,休闲型
3,0,8,8,0,0,0,1,0.6667,0.79,0.2239,92,2,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1400069999999999,24,4.532599493153256,1,休闲型
3,0,8,9,0,0,0,1,0.697,0.74,0.2239,231,2,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.18122,27,5.44673737166631,1,休闲型
3,0,8,10,0,0,0,1,0.7121,0.74,0.2537,274,3,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.185146,30,5.616771097666572,1,休闲型
3,0,8,11,0,0,0,1,0.7879,0.63,0.2836,313,3,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.291523,33,5.749392985908253,1,休闲型
3,0,8,12,0,0,0,1,0.803,0.59,0.2836,374,3,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.32923,36,5.926926025970411,1,休闲型
3,0,8,13,0,0,0,1,0.7727,0.59,0.4179,310,3,-0.2588190451025208,-0.9659258262890684,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.316807,39,5.739792912179234,1,休闲型
3,0,8,14,0,0,0,3,0.6667,0.79,0.3881,235,3,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1400069999999999,42,5.4638318050256105,1,休闲型
3,0,8,15,0,0,0,1,0.6667,0.84,0.2836,68,3,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.106672,45,4.23410650459726,1,休闲型
3,0,8,16,0,0,0,1,0.697,0.79,0.1642,258,3,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1463699999999999,48,5.556828061699537,1,休闲型
3,0,8,17,0,0,0,1,0.697,0.79,0.1343,270,4,-0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1463699999999999,51,5.602118820879701,1,休闲型
3,0,8,18,0,0,0,1,0.697,0.79,0.2537,311,4,-1.0,-1.8369701987210294e-16,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1463699999999999,54,5.7430031878094825,1,休闲型
3,0,8,19,0,0,0,1,0.6818,0.7,0.2537,282,4,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.20454,57,5.645446897643238,1,休闲型
3,0,8,20,0,0,0,1,0.6667,0.79,0.2537,181,5,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1400069999999999,60,5.204006687076795,1,休闲型
3,0,8,21,0,0,0,1,0.6667,0.79,0.2537,138,5,-0.7071067811865477,0.7071067811865474,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1400069999999999,63,4.934473933130692,1,休闲型
3,0,8,22,0,0,0,2,0.6667,0.79,0.194,134,5,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0.1400069999999999,66,4.90527477843843,1,休闲型
